startDate,endDate,value,duration_hours,sleep_type,date
2025-08-20 01:55:05-04:00,2025-08-20 02:03:05-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.13333333333333333,HKCategoryValueSleepAnalysisAsleepCore,2025-08-20
2025-08-20 02:03:05-04:00,2025-08-20 02:23:35-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.3416666666666667,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-20
2025-08-20 02:23:35-04:00,2025-08-20 02:24:35-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.016666666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-20
2025-08-20 02:24:35-04:00,2025-08-20 02:42:35-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.3,HKCategoryValueSleepAnalysisAsleepREM,2025-08-20
2025-08-20 02:42:35-04:00,2025-08-20 03:05:35-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.38333333333333336,HKCategoryValueSleepAnalysisAsleepCore,2025-08-20
2025-08-20 03:05:35-04:00,2025-08-20 03:21:35-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.26666666666666666,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-20
2025-08-20 03:21:35-04:00,2025-08-20 03:48:35-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.45,HKCategoryValueSleepAnalysisAsleepCore,2025-08-20
2025-08-20 03:48:35-04:00,2025-08-20 03:49:05-04:00,HKCategoryValueSleepAnalysisAwake,0.008333333333333333,HKCategoryValueSleepAnalysisAwake,2025-08-20
2025-08-20 03:49:05-04:00,2025-08-20 04:34:05-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.75,HKCategoryValueSleepAnalysisAsleepCore,2025-08-20
2025-08-20 04:34:05-04:00,2025-08-20 04:35:05-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.016666666666666666,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-20
2025-08-20 04:35:05-04:00,2025-08-20 04:42:05-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.11666666666666667,HKCategoryValueSleepAnalysisAsleepCore,2025-08-20
2025-08-20 04:42:05-04:00,2025-08-20 05:28:05-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.7666666666666667,HKCategoryValueSleepAnalysisAsleepREM,2025-08-20
2025-08-20 05:28:05-04:00,2025-08-20 06:50:35-04:00,HKCategoryValueSleepAnalysisAsleepCore,1.375,HKCategoryValueSleepAnalysisAsleepCore,2025-08-20
2025-08-20 06:50:35-04:00,2025-08-20 06:51:05-04:00,HKCategoryValueSleepAnalysisAwake,0.008333333333333333,HKCategoryValueSleepAnalysisAwake,2025-08-20
2025-08-20 06:51:05-04:00,2025-08-20 06:54:05-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.05,HKCategoryValueSleepAnalysisAsleepCore,2025-08-20
2025-08-20 06:54:05-04:00,2025-08-20 07:33:35-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.6583333333333333,HKCategoryValueSleepAnalysisAsleepREM,2025-08-20
2025-08-20 07:33:35-04:00,2025-08-20 07:43:05-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.15833333333333333,HKCategoryValueSleepAnalysisAsleepCore,2025-08-20
2025-08-20 07:43:05-04:00,2025-08-20 07:44:35-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.025,HKCategoryValueSleepAnalysisAsleepREM,2025-08-20
2025-08-20 07:44:35-04:00,2025-08-20 08:00:35-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.26666666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-20
2025-08-20 08:00:35-04:00,2025-08-20 08:04:05-04:00,HKCategoryValueSleepAnalysisAwake,0.058333333333333334,HKCategoryValueSleepAnalysisAwake,2025-08-20
2025-08-20 08:04:05-04:00,2025-08-20 08:36:35-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.5416666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-20
2025-08-20 08:36:35-04:00,2025-08-20 08:38:05-04:00,HKCategoryValueSleepAnalysisAwake,0.025,HKCategoryValueSleepAnalysisAwake,2025-08-20
2025-08-20 08:38:05-04:00,2025-08-20 08:42:35-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.075,HKCategoryValueSleepAnalysisAsleepCore,2025-08-20
2025-08-21 01:23:52-04:00,2025-08-21 01:34:52-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.18333333333333332,HKCategoryValueSleepAnalysisAsleepCore,2025-08-21
2025-08-21 01:34:52-04:00,2025-08-21 01:35:52-04:00,HKCategoryValueSleepAnalysisAwake,0.016666666666666666,HKCategoryValueSleepAnalysisAwake,2025-08-21
2025-08-21 01:35:52-04:00,2025-08-21 01:44:22-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.14166666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-21
2025-08-21 01:44:22-04:00,2025-08-21 02:18:22-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.5666666666666667,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-21
2025-08-21 02:18:22-04:00,2025-08-21 02:18:52-04:00,HKCategoryValueSleepAnalysisAwake,0.008333333333333333,HKCategoryValueSleepAnalysisAwake,2025-08-21
2025-08-21 02:18:52-04:00,2025-08-21 02:29:22-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.175,HKCategoryValueSleepAnalysisAsleepCore,2025-08-21
2025-08-21 02:29:22-04:00,2025-08-21 03:08:22-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.65,HKCategoryValueSleepAnalysisAsleepREM,2025-08-21
2025-08-21 03:08:22-04:00,2025-08-21 03:31:22-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.38333333333333336,HKCategoryValueSleepAnalysisAsleepCore,2025-08-21
2025-08-21 03:31:22-04:00,2025-08-21 04:12:22-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.6833333333333333,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-21
2025-08-21 04:12:22-04:00,2025-08-21 04:13:52-04:00,HKCategoryValueSleepAnalysisAwake,0.025,HKCategoryValueSleepAnalysisAwake,2025-08-21
2025-08-21 04:13:52-04:00,2025-08-21 04:57:52-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.7333333333333333,HKCategoryValueSleepAnalysisAsleepCore,2025-08-21
2025-08-21 04:57:52-04:00,2025-08-21 05:24:22-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.44166666666666665,HKCategoryValueSleepAnalysisAsleepREM,2025-08-21
2025-08-21 05:24:22-04:00,2025-08-21 06:25:22-04:00,HKCategoryValueSleepAnalysisAsleepCore,1.0166666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-21
2025-08-21 06:25:22-04:00,2025-08-21 06:33:52-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.14166666666666666,HKCategoryValueSleepAnalysisAsleepREM,2025-08-21
2025-08-21 06:33:52-04:00,2025-08-21 06:35:52-04:00,HKCategoryValueSleepAnalysisAwake,0.03333333333333333,HKCategoryValueSleepAnalysisAwake,2025-08-21
2025-08-21 06:35:52-04:00,2025-08-21 06:37:52-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.03333333333333333,HKCategoryValueSleepAnalysisAsleepCore,2025-08-21
2025-08-21 06:37:52-04:00,2025-08-21 06:48:52-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.18333333333333332,HKCategoryValueSleepAnalysisAsleepREM,2025-08-21
2025-08-21 06:58:06-04:00,2025-08-21 07:11:06-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified,0.21666666666666667,HKCategoryValueSleepAnalysisAsleepUnspecified,2025-08-21
2025-08-21 07:11:06-04:00,2025-08-21 07:12:06-04:00,HKCategoryValueSleepAnalysisAwake,0.016666666666666666,HKCategoryValueSleepAnalysisAwake,2025-08-21
2025-08-21 07:12:06-04:00,2025-08-21 07:58:06-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified,0.7666666666666667,HKCategoryValueSleepAnalysisAsleepUnspecified,2025-08-21
2025-08-21 07:58:06-04:00,2025-08-21 07:58:36-04:00,HKCategoryValueSleepAnalysisAwake,0.008333333333333333,HKCategoryValueSleepAnalysisAwake,2025-08-21
2025-08-21 07:58:36-04:00,2025-08-21 08:00:06-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified,0.025,HKCategoryValueSleepAnalysisAsleepUnspecified,2025-08-21
2025-08-21 08:00:06-04:00,2025-08-21 08:02:06-04:00,HKCategoryValueSleepAnalysisAwake,0.03333333333333333,HKCategoryValueSleepAnalysisAwake,2025-08-21
2025-08-21 08:02:06-04:00,2025-08-21 08:06:06-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified,0.06666666666666667,HKCategoryValueSleepAnalysisAsleepUnspecified,2025-08-21
2025-08-21 08:06:06-04:00,2025-08-21 08:07:06-04:00,HKCategoryValueSleepAnalysisAwake,0.016666666666666666,HKCategoryValueSleepAnalysisAwake,2025-08-21
2025-08-21 08:07:06-04:00,2025-08-21 08:15:36-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified,0.14166666666666666,HKCategoryValueSleepAnalysisAsleepUnspecified,2025-08-21
2025-08-21 08:15:36-04:00,2025-08-21 08:24:36-04:00,HKCategoryValueSleepAnalysisAwake,0.15,HKCategoryValueSleepAnalysisAwake,2025-08-21
2025-08-21 08:24:36-04:00,2025-08-21 08:30:36-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified,0.1,HKCategoryValueSleepAnalysisAsleepUnspecified,2025-08-21
2025-08-21 08:30:36-04:00,2025-08-21 08:33:36-04:00,HKCategoryValueSleepAnalysisAwake,0.05,HKCategoryValueSleepAnalysisAwake,2025-08-21
2025-08-21 08:33:36-04:00,2025-08-21 08:34:36-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified,0.016666666666666666,HKCategoryValueSleepAnalysisAsleepUnspecified,2025-08-21
2025-08-22 00:36:41-04:00,2025-08-22 00:44:41-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.13333333333333333,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 00:44:41-04:00,2025-08-22 01:26:11-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.6916666666666667,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-22
2025-08-22 01:26:11-04:00,2025-08-22 01:26:41-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.008333333333333333,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 01:26:41-04:00,2025-08-22 01:27:11-04:00,HKCategoryValueSleepAnalysisAwake,0.008333333333333333,HKCategoryValueSleepAnalysisAwake,2025-08-22
2025-08-22 01:27:11-04:00,2025-08-22 01:32:41-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.09166666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 01:32:41-04:00,2025-08-22 01:53:11-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.3416666666666667,HKCategoryValueSleepAnalysisAsleepREM,2025-08-22
2025-08-22 01:53:11-04:00,2025-08-22 02:21:41-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.475,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 02:21:41-04:00,2025-08-22 03:04:11-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.7083333333333334,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-22
2025-08-22 03:04:11-04:00,2025-08-22 03:05:11-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.016666666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 03:05:11-04:00,2025-08-22 03:05:41-04:00,HKCategoryValueSleepAnalysisAwake,0.008333333333333333,HKCategoryValueSleepAnalysisAwake,2025-08-22
2025-08-22 03:05:41-04:00,2025-08-22 03:16:41-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.18333333333333332,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 03:16:41-04:00,2025-08-22 03:38:41-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.36666666666666664,HKCategoryValueSleepAnalysisAsleepREM,2025-08-22
2025-08-22 03:38:41-04:00,2025-08-22 04:47:11-04:00,HKCategoryValueSleepAnalysisAsleepCore,1.1416666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 04:47:11-04:00,2025-08-22 05:11:11-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.4,HKCategoryValueSleepAnalysisAsleepREM,2025-08-22
2025-08-22 05:11:11-04:00,2025-08-22 06:02:41-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.8583333333333333,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 06:02:41-04:00,2025-08-22 06:24:41-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.36666666666666664,HKCategoryValueSleepAnalysisAsleepREM,2025-08-22
2025-08-22 06:24:41-04:00,2025-08-22 06:25:41-04:00,HKCategoryValueSleepAnalysisAwake,0.016666666666666666,HKCategoryValueSleepAnalysisAwake,2025-08-22
2025-08-22 06:25:41-04:00,2025-08-22 06:28:41-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.05,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 06:28:41-04:00,2025-08-22 06:31:11-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.041666666666666664,HKCategoryValueSleepAnalysisAsleepREM,2025-08-22
2025-08-22 06:31:11-04:00,2025-08-22 07:06:41-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.5916666666666667,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 07:06:41-04:00,2025-08-22 07:07:41-04:00,HKCategoryValueSleepAnalysisAwake,0.016666666666666666,HKCategoryValueSleepAnalysisAwake,2025-08-22
2025-08-22 07:07:41-04:00,2025-08-22 07:11:41-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.06666666666666667,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 07:11:41-04:00,2025-08-22 07:13:11-04:00,HKCategoryValueSleepAnalysisAwake,0.025,HKCategoryValueSleepAnalysisAwake,2025-08-22
2025-08-22 07:13:11-04:00,2025-08-22 07:20:41-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.125,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 07:20:41-04:00,2025-08-22 07:33:41-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.21666666666666667,HKCategoryValueSleepAnalysisAsleepREM,2025-08-22
2025-08-22 07:33:41-04:00,2025-08-22 07:34:41-04:00,HKCategoryValueSleepAnalysisAwake,0.016666666666666666,HKCategoryValueSleepAnalysisAwake,2025-08-22
2025-08-22 07:34:41-04:00,2025-08-22 07:38:11-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.058333333333333334,HKCategoryValueSleepAnalysisAsleepCore,2025-08-22
2025-08-22 07:38:11-04:00,2025-08-22 07:46:11-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.13333333333333333,HKCategoryValueSleepAnalysisAsleepREM,2025-08-22
2025-08-23 02:00:04-04:00,2025-08-23 02:11:04-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.18333333333333332,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 02:11:04-04:00,2025-08-23 02:41:04-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.5,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-23
2025-08-23 02:41:04-04:00,2025-08-23 03:02:04-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.35,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 03:02:04-04:00,2025-08-23 03:05:04-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.05,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-23
2025-08-23 03:05:04-04:00,2025-08-23 03:12:04-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.11666666666666667,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 03:12:04-04:00,2025-08-23 03:33:04-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.35,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-23
2025-08-23 03:33:04-04:00,2025-08-23 03:40:34-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.125,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 03:40:34-04:00,2025-08-23 04:18:34-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.6333333333333333,HKCategoryValueSleepAnalysisAsleepREM,2025-08-23
2025-08-23 04:18:34-04:00,2025-08-23 04:53:34-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.5833333333333334,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 04:53:34-04:00,2025-08-23 05:15:04-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.35833333333333334,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-23
2025-08-23 05:15:04-04:00,2025-08-23 05:15:34-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.008333333333333333,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 05:15:34-04:00,2025-08-23 05:16:34-04:00,HKCategoryValueSleepAnalysisAwake,0.016666666666666666,HKCategoryValueSleepAnalysisAwake,2025-08-23
2025-08-23 05:16:34-04:00,2025-08-23 05:30:34-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.23333333333333334,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 05:30:34-04:00,2025-08-23 05:59:04-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.475,HKCategoryValueSleepAnalysisAsleepREM,2025-08-23
2025-08-23 05:59:04-04:00,2025-08-23 06:03:34-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.075,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 06:03:34-04:00,2025-08-23 06:04:04-04:00,HKCategoryValueSleepAnalysisAwake,0.008333333333333333,HKCategoryValueSleepAnalysisAwake,2025-08-23
2025-08-23 06:04:04-04:00,2025-08-23 06:05:34-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.025,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 06:05:34-04:00,2025-08-23 06:06:34-04:00,HKCategoryValueSleepAnalysisAwake,0.016666666666666666,HKCategoryValueSleepAnalysisAwake,2025-08-23
2025-08-23 06:06:34-04:00,2025-08-23 06:54:34-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.8,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 06:54:34-04:00,2025-08-23 07:29:34-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.5833333333333334,HKCategoryValueSleepAnalysisAsleepREM,2025-08-23
2025-08-23 07:29:34-04:00,2025-08-23 07:30:34-04:00,HKCategoryValueSleepAnalysisAwake,0.016666666666666666,HKCategoryValueSleepAnalysisAwake,2025-08-23
2025-08-23 07:30:34-04:00,2025-08-23 08:31:34-04:00,HKCategoryValueSleepAnalysisAsleepCore,1.0166666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 08:31:34-04:00,2025-08-23 08:36:34-04:00,HKCategoryValueSleepAnalysisAwake,0.08333333333333333,HKCategoryValueSleepAnalysisAwake,2025-08-23
2025-08-23 08:36:34-04:00,2025-08-23 08:42:04-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.09166666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 08:42:04-04:00,2025-08-23 08:50:34-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.14166666666666666,HKCategoryValueSleepAnalysisAsleepREM,2025-08-23
2025-08-23 08:50:34-04:00,2025-08-23 08:51:34-04:00,HKCategoryValueSleepAnalysisAwake,0.016666666666666666,HKCategoryValueSleepAnalysisAwake,2025-08-23
2025-08-23 08:51:34-04:00,2025-08-23 08:52:34-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.016666666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 08:52:34-04:00,2025-08-23 08:54:04-04:00,HKCategoryValueSleepAnalysisAwake,0.025,HKCategoryValueSleepAnalysisAwake,2025-08-23
2025-08-23 08:54:04-04:00,2025-08-23 08:58:34-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.075,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-23 08:58:34-04:00,2025-08-23 08:59:04-04:00,HKCategoryValueSleepAnalysisAwake,0.008333333333333333,HKCategoryValueSleepAnalysisAwake,2025-08-23
2025-08-23 08:59:04-04:00,2025-08-23 09:40:34-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.6916666666666667,HKCategoryValueSleepAnalysisAsleepCore,2025-08-23
2025-08-24 05:04:48-04:00,2025-08-24 05:10:18-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.09166666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-24
2025-08-24 05:10:18-04:00,2025-08-24 05:48:18-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.6333333333333333,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-24
2025-08-24 05:48:18-04:00,2025-08-24 05:48:48-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.008333333333333333,HKCategoryValueSleepAnalysisAsleepCore,2025-08-24
2025-08-24 05:48:48-04:00,2025-08-24 06:07:48-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.31666666666666665,HKCategoryValueSleepAnalysisAsleepREM,2025-08-24
2025-08-24 06:07:48-04:00,2025-08-24 06:08:48-04:00,HKCategoryValueSleepAnalysisAwake,0.016666666666666666,HKCategoryValueSleepAnalysisAwake,2025-08-24
2025-08-24 06:08:48-04:00,2025-08-24 06:35:18-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.44166666666666665,HKCategoryValueSleepAnalysisAsleepCore,2025-08-24
2025-08-24 06:35:18-04:00,2025-08-24 07:05:48-04:00,HKCategoryValueSleepAnalysisAsleepDeep,0.5083333333333333,HKCategoryValueSleepAnalysisAsleepDeep,2025-08-24
2025-08-24 07:05:48-04:00,2025-08-24 07:15:48-04:00,HKCategoryValueSleepAnalysisAsleepCore,0.16666666666666666,HKCategoryValueSleepAnalysisAsleepCore,2025-08-24
2025-08-24 07:15:48-04:00,2025-08-24 07:51:18-04:00,HKCategoryValueSleepAnalysisAsleepREM,0.5916666666666667,HKCategoryValueSleepAnalysisAsleepREM,2025-08-24
